No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date,season
4823,2013,9,17,22,92.0,104.0,8.0,82.0,3100.0,1.0,19.5,1012.8,19.3,0.0,NE,1.2,Guanyuan,2013-09-17,Fall
4824,2013,9,17,23,93.0,102.0,9.0,82.0,2900.0,1.0,19.5,1013.0,19.3,0.0,NE,0.6,Guanyuan,2013-09-17,Fall
4825,2013,9,18,0,93.0,94.0,10.0,81.0,2600.0,1.0,19.6,1013.2,19.4,0.0,NE,0.9,Guanyuan,2013-09-18,Fall
4826,2013,9,18,1,92.0,94.0,10.0,76.0,2500.0,1.0,19.6,1013.3,19.3,0.0,NNE,0.8,Guanyuan,2013-09-18,Fall
4827,2013,9,18,2,95.0,101.0,10.0,73.0,2500.0,1.0,19.7,1013.8,19.4,0.1,E,0.5,Guanyuan,2013-09-18,Fall
4828,2013,9,18,3,100.0,102.0,9.0,68.0,2600.0,1.0,19.8,1013.9,19.5,1.0,N,0.5,Guanyuan,2013-09-18,Fall
4829,2013,9,18,4,118.0,102.0,6.0,60.0,2600.0,1.0,19.7,1014.3,19.5,1.8,NE,0.0,Guanyuan,2013-09-18,Fall
4830,2013,9,18,5,118.0,88.0,6.0,60.0,2600.0,1.0,19.7,1014.5,19.5,1.8,NE,0.8,Guanyuan,2013-09-18,Fall
4831,2013,9,18,6,118.0,70.0,6.0,60.0,2600.0,1.0,19.8,1014.8,19.6,0.7,NE,1.1,Guanyuan,2013-09-18,Fall
4832,2013,9,18,7,118.0,69.0,6.0,60.0,2600.0,1.0,20.1,1015.3,19.9,0.4,ENE,0.5,Guanyuan,2013-09-18,Fall
4833,2013,9,18,8,118.0,89.0,6.0,60.0,2600.0,1.0,20.2,1015.6,20.0,0.0,ESE,0.7,Guanyuan,2013-09-18,Fall
4834,2013,9,18,9,118.0,96.0,6.0,60.0,2600.0,1.0,20.7,1015.7,20.5,0.0,NNE,0.7,Guanyuan,2013-09-18,Fall
4835,2013,9,18,10,110.0,118.0,19.0,60.0,3700.0,1.0,20.7,1015.2,20.4,0.0,NNE,0.4,Guanyuan,2013-09-18,Fall
4836,2013,9,18,11,121.0,128.0,20.0,66.0,4000.0,3.0,21.1,1014.9,20.9,0.0,SE,1.1,Guanyuan,2013-09-18,Fall
4837,2013,9,18,12,132.0,139.0,17.0,66.0,3600.0,7.0,21.8,1014.3,20.8,0.0,SW,1.2,Guanyuan,2013-09-18,Fall
4838,2013,9,18,13,135.0,139.0,13.0,49.0,2300.0,26.0,22.9,1013.6,20.6,0.0,SE,0.5,Guanyuan,2013-09-18,Fall
4839,2013,9,18,14,119.0,103.0,11.0,39.0,1500.0,50.0,23.8,1012.7,20.5,0.0,ESE,1.3,Guanyuan,2013-09-18,Fall
4840,2013,9,18,15,92.0,96.0,11.0,31.0,1100.0,76.0,24.0,1012.0,20.1,0.0,E,0.8,Guanyuan,2013-09-18,Fall
4841,2013,9,18,16,107.0,110.0,10.0,50.0,1300.0,63.0,23.6,1011.6,20.5,0.0,ENE,0.7,Guanyuan,2013-09-18,Fall
4842,2013,9,18,17,103.0,115.0,9.0,54.0,1200.0,67.0,23.3,1011.4,20.2,0.0,ENE,0.8,Guanyuan,2013-09-18,Fall
4843,2013,9,18,18,98.0,100.0,9.0,49.0,1100.0,78.0,22.3,1011.2,20.4,0.0,ENE,0.5,Guanyuan,2013-09-18,Fall
4844,2013,9,18,19,98.0,100.0,9.0,49.0,1100.0,78.0,22.1,1011.5,19.8,0.0,ESE,1.3,Guanyuan,2013-09-18,Fall
4845,2013,9,18,20,108.0,119.0,9.0,62.0,1300.0,57.0,21.5,1011.7,19.6,0.0,SSE,0.5,Guanyuan,2013-09-18,Fall
4846,2013,9,18,21,117.0,121.0,8.0,69.0,1500.0,44.0,21.9,1011.6,19.3,0.0,SSE,1.6,Guanyuan,2013-09-18,Fall
4847,2013,9,18,22,89.0,122.0,6.0,44.0,900.0,63.0,21.3,1011.1,19.0,0.0,SSE,0.7,Guanyuan,2013-09-18,Fall
4848,2013,9,18,23,68.0,75.0,6.0,29.0,800.0,66.0,21.0,1010.5,19.1,0.0,SE,1.2,Guanyuan,2013-09-18,Fall
4849,2013,9,19,0,69.0,87.0,7.0,38.0,1000.0,44.0,20.9,1010.2,19.2,0.0,ENE,0.6,Guanyuan,2013-09-19,Fall
4850,2013,9,19,1,81.0,90.0,6.0,37.0,1000.0,35.0,20.4,1009.4,19.1,0.0,ENE,0.9,Guanyuan,2013-09-19,Fall
4851,2013,9,19,2,82.0,96.0,6.0,51.0,1400.0,14.0,20.0,1009.0,19.0,0.0,NE,0.7,Guanyuan,2013-09-19,Fall
4852,2013,9,19,3,82.0,96.0,6.0,51.0,1400.0,14.0,19.6,1008.5,18.8,0.0,NNE,1.2,Guanyuan,2013-09-19,Fall
4854,2013,9,19,5,82.0,96.0,6.0,51.0,1400.0,14.0,19.7,1008.3,18.9,0.0,NE,1.2,Guanyuan,2013-09-19,Fall
4855,2013,9,19,6,82.0,96.0,6.0,51.0,1400.0,14.0,19.8,1008.5,19.0,0.0,NE,1.1,Guanyuan,2013-09-19,Fall
4856,2013,9,19,7,82.0,96.0,6.0,51.0,1400.0,14.0,20.2,1008.7,19.0,0.0,NNE,0.8,Guanyuan,2013-09-19,Fall
4858,2013,9,19,9,111.0,129.0,12.0,54.0,2200.0,5.0,20.7,1008.5,19.9,0.7,NE,0.2,Guanyuan,2013-09-19,Fall
4859,2013,9,19,10,110.0,125.0,11.0,55.0,2100.0,7.0,21.1,1008.2,19.7,0.1,SW,0.6,Guanyuan,2013-09-19,Fall
4860,2013,9,19,11,129.0,126.0,11.0,54.0,2200.0,14.0,23.0,1007.2,20.1,0.0,SSE,1.0,Guanyuan,2013-09-19,Fall
4861,2013,9,19,12,140.0,97.0,14.0,62.0,2200.0,23.0,25.0,1006.9,20.0,0.0,WSW,2.0,Guanyuan,2013-09-19,Fall
4862,2013,9,19,13,138.0,89.0,19.0,64.0,1899.0,53.0,26.1,1006.4,20.4,0.0,SSW,2.0,Guanyuan,2013-09-19,Fall
4863,2013,9,19,14,122.0,65.0,22.0,42.0,1399.0,125.0,25.9,1005.7,20.9,0.0,SW,1.7,Guanyuan,2013-09-19,Fall
4864,2013,9,19,15,125.0,92.0,20.0,40.0,1399.0,161.0,25.1,1005.3,20.1,0.0,WSW,3.8,Guanyuan,2013-09-19,Fall
4865,2013,9,19,16,133.0,103.0,17.0,49.0,1399.0,128.0,24.0,1005.5,20.5,0.0,WSW,3.1,Guanyuan,2013-09-19,Fall
4866,2013,9,19,17,133.0,110.0,17.0,49.0,1399.0,128.0,23.6,1005.6,20.5,0.0,SSW,2.5,Guanyuan,2013-09-19,Fall
4867,2013,9,19,18,133.0,97.0,17.0,49.0,1399.0,128.0,22.7,1006.3,20.2,0.0,SW,2.8,Guanyuan,2013-09-19,Fall
4868,2013,9,19,19,123.0,94.0,6.0,46.0,1200.0,75.0,21.7,1007.0,20.0,0.0,SW,0.8,Guanyuan,2013-09-19,Fall
4869,2013,9,19,20,123.0,101.0,6.0,46.0,1200.0,75.0,20.5,1007.8,19.7,0.0,NW,0.5,Guanyuan,2013-09-19,Fall
4870,2013,9,19,21,126.0,100.0,4.0,48.0,1300.0,45.0,19.8,1008.0,19.3,0.0,E,0.7,Guanyuan,2013-09-19,Fall
4871,2013,9,19,22,128.0,93.0,4.0,42.0,1300.0,36.0,19.9,1008.4,19.6,0.0,NE,0.7,Guanyuan,2013-09-19,Fall
4872,2013,9,19,23,129.0,103.0,3.0,61.0,1399.0,6.0,19.8,1008.4,19.6,0.0,NE,1.2,Guanyuan,2013-09-19,Fall
4873,2013,9,20,0,115.0,125.0,3.0,65.0,1500.0,1.0,19.8,1009.2,19.6,0.0,NNE,1.2,Guanyuan,2013-09-20,Fall
4874,2013,9,20,1,121.0,131.0,4.0,66.0,1600.0,2.0,19.2,1009.4,19.0,0.0,NE,1.3,Guanyuan,2013-09-20,Fall
4875,2013,9,20,2,132.0,146.0,3.0,46.0,1600.0,13.0,18.3,1009.1,18.1,0.0,NE,1.2,Guanyuan,2013-09-20,Fall
4876,2013,9,20,3,159.0,125.0,3.0,39.0,1600.0,16.0,17.8,1009.1,17.5,0.0,NE,1.1,Guanyuan,2013-09-20,Fall
4877,2013,9,20,4,141.0,80.0,2.0,39.0,1399.0,9.0,17.0,1009.7,16.0,0.0,NE,2.3,Guanyuan,2013-09-20,Fall
4878,2013,9,20,5,84.0,84.0,3.0,44.0,800.0,14.0,16.5,1010.5,15.4,0.0,NE,1.2,Guanyuan,2013-09-20,Fall
4879,2013,9,20,6,42.0,42.0,3.0,42.0,500.0,15.0,16.4,1011.1,14.6,0.0,NE,1.2,Guanyuan,2013-09-20,Fall
4880,2013,9,20,7,13.0,22.0,4.0,59.0,600.0,4.0,20.4,1011.4,15.4,0.0,NNE,0.9,Guanyuan,2013-09-20,Fall
4881,2013,9,20,8,34.0,42.0,6.0,48.0,500.0,15.0,23.5,1011.7,14.8,0.0,NE,2.2,Guanyuan,2013-09-20,Fall
4882,2013,9,20,9,29.0,33.0,7.0,39.0,500.0,32.0,25.0,1011.9,14.5,0.0,E,1.6,Guanyuan,2013-09-20,Fall
4883,2013,9,20,10,25.0,30.0,5.0,30.0,400.0,50.0,26.7,1011.3,12.7,0.0,E,1.0,Guanyuan,2013-09-20,Fall
4884,2013,9,20,11,16.0,17.0,2.0,20.0,200.0,72.0,27.7,1010.2,10.8,0.0,ENE,2.2,Guanyuan,2013-09-20,Fall
4885,2013,9,20,12,11.0,17.0,1.0,20.0,200.0,80.0,27.4,1009.6,9.7,0.0,NE,2.5,Guanyuan,2013-09-20,Fall
4886,2013,9,20,13,3.0,6.0,1.0,16.0,100.0,92.0,27.2,1008.9,10.4,0.0,NE,1.2,Guanyuan,2013-09-20,Fall
4887,2013,9,20,14,3.0,6.0,1.0,16.0,100.0,92.0,26.2,1008.6,10.8,0.0,ENE,1.1,Guanyuan,2013-09-20,Fall
4888,2013,9,20,15,3.0,9.0,1.0,17.0,100.0,94.0,25.8,1008.2,13.3,0.0,SE,0.5,Guanyuan,2013-09-20,Fall
4889,2013,9,20,16,8.0,20.0,2.0,21.0,200.0,93.0,23.6,1008.5,16.9,0.0,W,0.7,Guanyuan,2013-09-20,Fall
4890,2013,9,20,17,10.0,32.0,2.0,25.0,200.0,83.0,21.7,1008.5,16.4,0.0,ENE,0.0,Guanyuan,2013-09-20,Fall
4891,2013,9,20,18,11.0,32.0,2.0,25.0,300.0,56.0,20.3,1008.8,16.1,0.0,WNW,0.0,Guanyuan,2013-09-20,Fall
4892,2013,9,20,19,21.0,42.0,2.0,68.0,600.0,35.0,20.0,1009.9,15.2,0.0,N,0.0,Guanyuan,2013-09-20,Fall
4893,2013,9,20,20,21.0,42.0,2.0,68.0,600.0,35.0,19.7,1009.7,16.3,0.0,WSW,0.5,Guanyuan,2013-09-20,Fall
4894,2013,9,20,21,48.0,102.0,4.0,103.0,900.0,7.0,19.4,1009.9,17.0,0.0,SE,0.0,Guanyuan,2013-09-20,Fall
4895,2013,9,20,22,52.0,113.0,4.0,105.0,1200.0,1.0,20.0,1009.8,15.0,0.0,NE,0.4,Guanyuan,2013-09-20,Fall
4896,2013,9,20,23,49.0,101.0,4.0,86.0,1200.0,1.0,19.8,1009.8,15.6,0.0,SE,0.8,Guanyuan,2013-09-20,Fall
4897,2013,9,21,0,40.0,101.0,4.0,77.0,800.0,1.0,19.5,1010.1,14.9,0.0,NE,1.7,Guanyuan,2013-09-21,Fall
4898,2013,9,21,1,43.0,100.0,3.0,69.0,800.0,1.0,19.6,1009.5,14.8,0.0,WNW,0.4,Guanyuan,2013-09-21,Fall
4899,2013,9,21,2,38.0,74.0,3.0,72.0,600.0,1.0,19.6,1010.0,14.4,0.0,NNE,1.5,Guanyuan,2013-09-21,Fall
4900,2013,9,21,3,49.0,118.0,4.0,70.0,700.0,1.0,19.0,1010.3,15.3,0.0,NE,0.7,Guanyuan,2013-09-21,Fall
4901,2013,9,21,4,36.0,72.0,4.0,61.0,500.0,1.0,18.5,1010.3,15.4,0.0,E,0.5,Guanyuan,2013-09-21,Fall
4902,2013,9,21,5,30.0,58.0,4.0,57.0,400.0,1.0,17.5,1010.6,15.7,0.0,NNE,0.4,Guanyuan,2013-09-21,Fall
4903,2013,9,21,6,26.0,50.0,3.0,54.0,400.0,1.0,17.7,1010.9,16.0,0.0,NE,1.1,Guanyuan,2013-09-21,Fall
4904,2013,9,21,7,28.0,60.0,4.0,52.0,500.0,1.0,20.5,1011.2,15.5,0.0,NE,1.4,Guanyuan,2013-09-21,Fall
4905,2013,9,21,8,30.0,66.0,4.0,50.0,500.0,3.0,22.6,1011.3,15.2,0.0,NNE,1.6,Guanyuan,2013-09-21,Fall
4906,2013,9,21,9,36.0,67.0,7.0,45.0,500.0,15.0,24.3,1011.5,15.2,0.0,ENE,1.2,Guanyuan,2013-09-21,Fall
4907,2013,9,21,10,36.0,81.0,7.0,47.0,500.0,29.0,25.8,1011.0,16.1,0.0,ENE,1.2,Guanyuan,2013-09-21,Fall
4908,2013,9,21,11,43.0,88.0,8.0,54.0,600.0,49.0,27.0,1010.3,15.1,0.0,S,0.9,Guanyuan,2013-09-21,Fall
4909,2013,9,21,12,48.0,81.0,8.0,51.0,600.0,91.0,28.0,1009.5,14.3,0.0,SW,3.1,Guanyuan,2013-09-21,Fall
4910,2013,9,21,13,49.0,60.0,7.0,44.0,500.0,132.0,28.8,1009.0,12.2,0.0,SW,2.2,Guanyuan,2013-09-21,Fall
4911,2013,9,21,14,31.0,60.0,5.0,20.0,300.0,161.0,28.9,1008.7,12.3,0.0,SSW,2.6,Guanyuan,2013-09-21,Fall
4912,2013,9,21,15,28.0,44.0,5.0,18.0,300.0,168.0,28.1,1008.5,14.3,0.0,SW,2.4,Guanyuan,2013-09-21,Fall
4913,2013,9,21,16,35.0,66.0,5.0,19.0,400.0,181.0,26.9,1008.5,14.3,0.0,WSW,2.2,Guanyuan,2013-09-21,Fall
4914,2013,9,21,17,35.0,66.0,5.0,19.0,400.0,181.0,25.7,1008.7,15.1,0.0,WSW,3.7,Guanyuan,2013-09-21,Fall
4915,2013,9,21,18,47.0,84.0,9.0,25.0,900.0,177.0,23.5,1009.3,15.0,0.0,SW,3.3,Guanyuan,2013-09-21,Fall
4916,2013,9,21,19,64.0,92.0,16.0,38.0,1000.0,138.0,22.2,1010.0,14.6,0.0,SW,2.3,Guanyuan,2013-09-21,Fall
4917,2013,9,21,20,64.0,92.0,16.0,38.0,1000.0,138.0,21.5,1010.5,14.2,0.0,SW,2.0,Guanyuan,2013-09-21,Fall
4918,2013,9,21,21,30.0,41.0,7.0,41.0,500.0,69.0,20.8,1010.2,14.9,0.0,SW,1.3,Guanyuan,2013-09-21,Fall
4919,2013,9,21,22,30.0,41.0,7.0,41.0,500.0,69.0,19.2,1010.0,15.7,0.0,W,1.0,Guanyuan,2013-09-21,Fall
4920,2013,9,21,23,32.0,43.0,5.0,45.0,500.0,56.0,18.6,1010.1,16.2,0.0,WSW,0.0,Guanyuan,2013-09-21,Fall
4921,2013,9,22,0,32.0,46.0,6.0,43.0,500.0,58.0,19.0,1010.2,16.8,0.0,N,0.7,Guanyuan,2013-09-22,Fall
4922,2013,9,22,1,37.0,78.0,5.0,49.0,500.0,42.0,18.8,1010.4,16.8,0.0,WSW,0.0,Guanyuan,2013-09-22,Fall
4923,2013,9,22,2,34.0,103.0,2.0,46.0,400.0,23.0,19.1,1010.3,17.1,0.0,ENE,0.0,Guanyuan,2013-09-22,Fall
4924,2013,9,22,3,37.0,57.0,2.0,54.0,500.0,4.0,19.0,1009.9,17.3,0.0,ENE,1.0,Guanyuan,2013-09-22,Fall
4925,2013,9,22,4,28.0,33.0,2.0,49.0,500.0,14.0,18.9,1010.5,17.2,0.0,WNW,0.5,Guanyuan,2013-09-22,Fall
4926,2013,9,22,5,54.0,89.0,3.0,79.0,900.0,1.0,18.6,1010.4,17.6,0.0,NE,1.0,Guanyuan,2013-09-22,Fall
4927,2013,9,22,6,66.0,111.0,4.0,79.0,1000.0,1.0,18.9,1010.5,17.9,0.0,NE,1.0,Guanyuan,2013-09-22,Fall
4928,2013,9,22,7,69.0,91.0,4.0,76.0,1000.0,1.0,19.4,1010.6,17.9,0.0,ENE,0.2,Guanyuan,2013-09-22,Fall
4929,2013,9,22,8,61.0,70.0,4.0,79.0,1000.0,1.0,20.2,1010.9,17.8,0.0,E,1.0,Guanyuan,2013-09-22,Fall
4930,2013,9,22,9,64.0,103.0,5.0,84.0,1200.0,1.0,21.2,1010.9,18.0,0.0,ENE,1.5,Guanyuan,2013-09-22,Fall
4931,2013,9,22,10,69.0,108.0,4.0,84.0,1200.0,2.0,21.7,1010.2,17.5,0.0,ENE,1.2,Guanyuan,2013-09-22,Fall
4932,2013,9,22,11,83.0,125.0,6.0,92.0,1400.0,4.0,21.6,1010.2,17.4,0.0,NNE,0.7,Guanyuan,2013-09-22,Fall
4933,2013,9,22,12,83.0,125.0,6.0,92.0,1400.0,4.0,21.4,1009.5,17.8,0.0,N,1.4,Guanyuan,2013-09-22,Fall
4934,2013,9,22,13,87.0,118.0,5.0,101.0,1300.0,3.0,21.2,1009.1,17.6,0.0,W,0.8,Guanyuan,2013-09-22,Fall
4935,2013,9,22,14,91.0,116.0,5.0,93.0,1100.0,2.0,22.3,1008.6,16.6,0.0,E,0.5,Guanyuan,2013-09-22,Fall
4936,2013,9,22,15,94.0,135.0,6.0,87.0,1100.0,8.0,21.6,1008.6,16.5,0.0,WSW,1.2,Guanyuan,2013-09-22,Fall
4937,2013,9,22,16,93.0,124.0,5.0,99.0,1200.0,3.0,21.3,1008.9,17.5,0.0,W,0.9,Guanyuan,2013-09-22,Fall
4938,2013,9,22,17,81.0,84.0,8.0,74.0,900.0,24.0,20.8,1008.6,17.0,0.0,N,0.0,Guanyuan,2013-09-22,Fall
4939,2013,9,22,18,58.0,64.0,8.0,69.0,800.0,25.0,20.1,1008.7,16.5,0.0,WNW,0.8,Guanyuan,2013-09-22,Fall
4940,2013,9,22,19,58.0,64.0,8.0,69.0,800.0,25.0,19.3,1009.1,17.1,0.0,SW,0.4,Guanyuan,2013-09-22,Fall
4941,2013,9,22,20,59.0,73.0,10.0,77.0,1000.0,22.0,19.5,1009.0,17.1,0.0,NNE,0.0,Guanyuan,2013-09-22,Fall
4942,2013,9,22,21,67.0,78.0,10.0,89.0,1100.0,9.0,19.6,1009.1,17.4,0.0,NW,0.6,Guanyuan,2013-09-22,Fall
4943,2013,9,22,22,66.0,79.0,8.0,85.0,1000.0,7.0,19.8,1008.5,17.8,0.0,NE,0.6,Guanyuan,2013-09-22,Fall
4944,2013,9,22,23,63.0,67.0,8.0,88.0,1000.0,3.0,20.0,1008.8,17.4,0.0,NNE,0.9,Guanyuan,2013-09-22,Fall
4945,2013,9,23,0,78.0,119.0,9.0,93.0,1500.0,1.0,20.0,1008.1,17.6,0.0,SE,0.2,Guanyuan,2013-09-23,Fall
4946,2013,9,23,1,88.0,104.0,9.0,90.0,1600.0,1.0,19.8,1008.1,18.1,0.0,NW,0.5,Guanyuan,2013-09-23,Fall
4947,2013,9,23,2,65.0,78.0,8.0,88.0,1100.0,1.0,19.3,1009.0,17.8,0.4,NW,2.1,Guanyuan,2013-09-23,Fall
4948,2013,9,23,3,61.0,103.0,4.0,80.0,900.0,1.0,18.6,1009.1,18.1,10.9,N,1.4,Guanyuan,2013-09-23,Fall
4949,2013,9,23,4,88.0,97.0,3.0,80.0,1700.0,1.0,17.0,1009.5,15.7,1.7,NNE,2.7,Guanyuan,2013-09-23,Fall
4950,2013,9,23,5,84.0,97.0,3.0,43.0,1400.0,15.0,15.8,1011.0,13.1,0.2,NNE,2.3,Guanyuan,2013-09-23,Fall
4951,2013,9,23,6,20.0,20.0,1.0,20.0,200.0,39.0,15.2,1011.0,12.1,0.5,NNE,3.4,Guanyuan,2013-09-23,Fall
4952,2013,9,23,7,10.0,10.0,1.0,28.0,100.0,34.0,15.8,1012.3,10.1,0.1,NNE,2.0,Guanyuan,2013-09-23,Fall
4953,2013,9,23,8,14.0,14.0,1.0,37.0,200.0,23.0,15.5,1013.2,8.5,0.2,NNE,2.2,Guanyuan,2013-09-23,Fall
4954,2013,9,23,9,7.0,7.0,2.0,37.0,200.0,22.0,15.8,1013.5,7.8,0.1,NNE,2.6,Guanyuan,2013-09-23,Fall
4955,2013,9,23,10,8.0,25.0,3.0,37.0,100.0,20.0,16.1,1014.0,8.6,0.0,NNE,2.7,Guanyuan,2013-09-23,Fall
4956,2013,9,23,11,8.0,25.0,3.0,36.0,100.0,20.0,14.7,1013.9,8.6,0.4,NNE,3.7,Guanyuan,2013-09-23,Fall
4957,2013,9,23,12,9.0,27.0,3.0,30.0,100.0,16.0,15.9,1014.0,7.6,0.1,NNE,2.6,Guanyuan,2013-09-23,Fall
4958,2013,9,23,13,3.0,6.0,3.0,28.0,100.0,17.0,16.5,1013.6,7.2,0.0,NNE,3.1,Guanyuan,2013-09-23,Fall
4959,2013,9,23,14,9.0,12.0,5.0,27.0,200.0,16.0,16.9,1013.7,6.4,0.0,NNE,2.0,Guanyuan,2013-09-23,Fall
4960,2013,9,23,15,6.0,25.0,5.0,30.0,100.0,12.0,17.0,1014.2,5.9,0.0,NNE,1.8,Guanyuan,2013-09-23,Fall
4961,2013,9,23,16,6.0,15.0,5.0,29.0,100.0,15.0,16.7,1014.7,5.3,0.0,NNE,2.4,Guanyuan,2013-09-23,Fall
4962,2013,9,23,17,7.0,23.0,5.0,32.0,100.0,13.0,16.4,1015.0,6.2,0.0,NNE,2.1,Guanyuan,2013-09-23,Fall
4963,2013,9,23,18,8.0,24.0,5.0,40.0,200.0,6.0,15.1,1015.5,7.4,0.0,NE,1.0,Guanyuan,2013-09-23,Fall
4964,2013,9,23,19,13.0,29.0,4.0,46.0,300.0,1.0,12.8,1015.7,7.5,0.0,E,0.5,Guanyuan,2013-09-23,Fall
4965,2013,9,23,20,13.0,29.0,4.0,46.0,300.0,1.0,11.3,1016.3,8.9,0.0,NW,0.5,Guanyuan,2013-09-23,Fall
4966,2013,9,23,21,22.0,54.0,1.0,45.0,600.0,1.0,10.4,1016.6,9.2,0.0,NNE,0.7,Guanyuan,2013-09-23,Fall
4967,2013,9,23,22,22.0,53.0,1.0,44.0,600.0,1.0,9.7,1016.7,8.1,0.0,E,0.5,Guanyuan,2013-09-23,Fall
4968,2013,9,23,23,30.0,69.0,1.0,33.0,1200.0,1.0,9.6,1016.6,8.5,0.0,ENE,0.7,Guanyuan,2013-09-23,Fall
4969,2013,9,24,0,25.0,44.0,1.0,35.0,700.0,1.0,10.0,1016.9,7.8,0.0,ENE,0.7,Guanyuan,2013-09-24,Fall
4970,2013,9,24,1,14.0,16.0,1.0,38.0,300.0,1.0,10.5,1017.1,7.6,0.0,NNE,1.5,Guanyuan,2013-09-24,Fall
4971,2013,9,24,2,7.0,10.0,1.0,39.0,100.0,1.0,10.5,1017.2,7.2,0.0,NE,1.3,Guanyuan,2013-09-24,Fall
4972,2013,9,24,3,6.0,8.0,2.0,40.0,100.0,1.0,10.4,1017.3,5.8,0.0,ENE,0.9,Guanyuan,2013-09-24,Fall
4973,2013,9,24,4,9.0,11.0,5.0,39.0,100.0,1.0,9.8,1017.5,6.0,0.0,NE,1.4,Guanyuan,2013-09-24,Fall
4974,2013,9,24,5,3.0,10.0,6.0,35.0,100.0,6.0,10.7,1017.7,4.4,0.0,NE,1.4,Guanyuan,2013-09-24,Fall
4975,2013,9,24,6,3.0,20.0,8.0,32.0,100.0,10.0,11.7,1018.7,4.9,0.0,NE,1.3,Guanyuan,2013-09-24,Fall
4976,2013,9,24,7,12.0,21.0,10.0,42.0,200.0,3.0,13.5,1018.9,4.6,0.0,NNE,2.5,Guanyuan,2013-09-24,Fall
4977,2013,9,24,8,15.0,38.0,11.0,42.0,300.0,4.0,15.3,1019.2,5.2,0.0,NNE,1.6,Guanyuan,2013-09-24,Fall
4978,2013,9,24,9,13.0,50.0,12.0,38.0,300.0,8.0,16.7,1018.8,4.0,0.0,NNE,2.7,Guanyuan,2013-09-24,Fall
4979,2013,9,24,10,14.0,33.0,8.0,35.0,300.0,15.0,17.8,1018.1,2.5,0.0,NE,1.9,Guanyuan,2013-09-24,Fall
4980,2013,9,24,11,6.0,17.0,4.0,30.0,200.0,26.0,19.7,1016.9,2.1,0.0,NNE,2.6,Guanyuan,2013-09-24,Fall
4981,2013,9,24,12,12.0,22.0,1.0,22.0,100.0,42.0,20.7,1016.0,1.5,0.0,N,2.2,Guanyuan,2013-09-24,Fall
4982,2013,9,24,13,4.0,7.0,1.0,21.0,100.0,47.0,21.6,1014.9,2.3,0.0,WNW,1.3,Guanyuan,2013-09-24,Fall
4983,2013,9,24,14,8.0,9.0,1.0,19.0,100.0,54.0,22.3,1014.4,0.7,0.0,N,2.8,Guanyuan,2013-09-24,Fall
4984,2013,9,24,15,3.0,6.0,1.0,20.0,100.0,57.0,22.8,1013.6,1.7,0.0,NNW,1.0,Guanyuan,2013-09-24,Fall
4985,2013,9,24,16,7.0,12.0,1.0,24.0,100.0,59.0,22.0,1013.4,-0.7,0.0,NW,2.1,Guanyuan,2013-09-24,Fall
4986,2013,9,24,17,8.0,14.0,1.0,30.0,200.0,56.0,18.7,1014.0,4.1,0.0,SSW,0.7,Guanyuan,2013-09-24,Fall
4987,2013,9,24,18,9.0,28.0,1.0,46.0,200.0,42.0,13.6,1014.6,5.5,0.0,SSW,0.8,Guanyuan,2013-09-24,Fall
4988,2013,9,24,19,16.0,73.0,1.0,72.0,400.0,22.0,12.8,1015.3,8.1,0.0,NE,0.9,Guanyuan,2013-09-24,Fall
4989,2013,9,24,20,34.0,94.0,2.0,80.0,500.0,10.0,12.8,1015.8,4.7,0.0,NNE,0.9,Guanyuan,2013-09-24,Fall
4990,2013,9,24,21,34.0,57.0,2.0,79.0,800.0,1.0,12.4,1016.1,3.3,0.0,NNE,0.8,Guanyuan,2013-09-24,Fall
4991,2013,9,24,22,20.0,57.0,1.0,71.0,400.0,3.0,12.7,1016.5,2.2,0.0,NNE,1.1,Guanyuan,2013-09-24,Fall
4992,2013,9,24,23,15.0,33.0,1.0,67.0,300.0,5.0,11.3,1017.0,2.6,0.0,NE,0.6,Guanyuan,2013-09-24,Fall
4993,2013,9,25,0,12.0,19.0,1.0,57.0,100.0,11.0,9.2,1017.1,3.4,0.0,SW,0.4,Guanyuan,2013-09-25,Fall
4994,2013,9,25,1,13.0,23.0,1.0,54.0,100.0,12.0,8.1,1017.3,5.7,0.0,N,0.5,Guanyuan,2013-09-25,Fall
4995,2013,9,25,2,9.0,24.0,1.0,58.0,100.0,4.0,7.0,1017.3,4.0,0.0,S,0.5,Guanyuan,2013-09-25,Fall
4996,2013,9,25,3,6.0,21.0,1.0,62.0,100.0,1.0,7.4,1017.2,5.9,0.0,N,0.5,Guanyuan,2013-09-25,Fall
4997,2013,9,25,4,6.0,20.0,1.0,61.0,200.0,1.0,6.6,1017.3,5.5,0.0,WSW,0.7,Guanyuan,2013-09-25,Fall
4998,2013,9,25,5,16.0,35.0,1.0,60.0,300.0,1.0,6.3,1017.5,5.7,0.0,ESE,0.0,Guanyuan,2013-09-25,Fall
4999,2013,9,25,6,21.0,69.0,1.0,60.0,300.0,1.0,6.6,1017.9,5.9,0.0,W,0.0,Guanyuan,2013-09-25,Fall
5000,2013,9,25,7,14.0,49.0,1.0,60.0,400.0,1.0,13.0,1018.1,4.9,0.0,E,0.9,Guanyuan,2013-09-25,Fall
